0.7	1.503855999999996	Inhale1
0.7	3.2184639999999947	Wheeze1
1.5768330000000332	3.2184639999999947	Exhale1
3.2184639999999947	4.218623999999932	Inhale2
3.2184639999999947	6.028923000000032	Wheeze2
4.408365999999956	6.028923000000032	Exhale2
6.028923000000032	7.137729999999988	Inhale3
6.028923000000032	8.839382999999952	Wheeze3
7.239897999999994	8.839382999999952	Exhale3
8.839382999999952	9.910879999999974	Inhale4
8.839382999999952	11.649841999999989	Wheeze4
9.998452999999994	11.649841999999989	Exhale4
11.649841999999989	12.757007999999995	Inhale5
11.649841999999989	14.277804000000014	Wheeze5
12.873771999999985	14.277804000000014	Exhale5
