0.7	2.197230000000059	Inhale
0.7410420000000613	4.405470999999989	Wheeze1
2.526408000000015	4.3209610000000795	Exhale
4.405470999999989	5.765098000000035	Inhale
4.405470999999989	7.153793000000019	Wheeze2
5.924378000000002	7.272946999999999	Exhale
7.347277000000031	8.802033000000005	Inhale
7.4591620000000605	10.589195000000085	Wheeze3
10.589195000000085	14.10093999999999	Wheeze4
10.63906000000004	12.242477000000076	Inhale
12.359282000000075	14.005174000000078	Exhale
14.10093999999999	15.491785000000004	Inhale
14.10093999999999	17.078288999999995	Wheeze5
15.491785000000004	17.078288999999995	Exhale
17.078288999999995	18.486246000000005	Inhale
17.078288999999995	20.284664000000088	Wheeze6
18.624288000000046	20.284664000000088	Exhale
