0.7	1.5550060000000012	Inhale1
0.7	2.5112690000000013	Wheeze1
1.5550060000000012	2.5112690000000013	Exhale1
2.5112690000000013	3.2729530000000002	Inhale2
2.5112690000000013	4.709802000000001	Wheeze2
3.2729530000000002	4.709802000000001	Exhale2
4.709802000000001	5.734832	Inhale3
4.709802000000001	7.202818	Wheeze3
5.734832	7.202818	Exhale3
7.243158	8.173702999999998	Inhale4
7.243158	9.816854999999999	Wheeze4
8.173702999999998	9.816854999999999	Exhale4
9.816854999999999	10.650920999999999	Inhale5
9.816854999999999	12.955312000000001	Wheeze5
10.650920999999999	12.955312000000001	Exhale5
