0.7	1.6519240000000195	Inhale1
1.8237990000000195	3.3706740000000197	Exhale1
3.8995210000000045	4.745675000000017	Inhale2
4.745675000000017	6.028127000000052	Exhale2
6.094233000000043	6.9403869999999985	Inhale3
6.9403869999999985	8.56659000000003	Exhale3
8.73846500000003	9.584619000000043	Inhale4
9.69038900000005	11.038947000000018	Exhale4
11.171158000000002	12.096640000000047	Inhale5
12.149523999999996	13.35265000000005	Exhale5
13.445198000000016	14.238467000000025	Inhale6
14.238467000000025	16.274526000000048	Exhale6
