0.7	1.8848049999999972	Inhale1
0.7	3.696379999999995	Wheeze1
1.8848049999999972	3.696379999999995	Exhale1
3.696379999999995	4.867566000000001	Inhale2
3.696379999999995	6.861569999999998	Wheeze2
5.163376999999994	6.861569999999998	Exhale2
6.962893999999996	8.146137	Inhale3
6.965563999999998	9.984557999999996	Wheeze3
8.269392	9.986324	Exhale3
10.116449	13.191951	Wheeze4
10.118209999999994	11.375407	Inhale4
11.572613999999998	13.191951	Exhale4
16.146129	17.069767999999993	Inhale5
16.146129	18.171851	Wheeze5
17.193022999999993	18.171851	Exhale5
